x [m],p_coarse/rho [m2/s2],p_medium/rho [m2/s2],p_fine/rho [m2/s2],p_local,p_average,grid trend,order status,GCI absolute [m2/s2],GCI relative [%],lower/rho [m2/s2],upper/rho [m2/s2]
12.4728940784,1.75337696258,1.57289816774,1.48804661581,1.9025907257097299,1.611553950700987,Monotonic convergence,Included,0.11542144510310717,7.7565745506083426,1.3726251707068928,1.6034680609131073
12.4854045038,1.74324832142,1.56334326263,1.47905561084,1.9112605606225501,1.611553950700987,Monotonic convergence,Included,0.11465438583816485,7.751864432808527,1.3644012250018351,1.5937099966781647
12.4979149291,1.7331246858,1.55381547826,1.47009605421,1.9198382466657056,1.611553950700987,Monotonic convergence,Included,0.1138814398471173,7.746530542748439,1.3562146143628826,1.5839774940571172
12.5104253545,1.72300791386,1.54431384156,1.46116648841,1.9283496230770913,1.611553950700987,Monotonic convergence,Included,0.11310326610158675,7.74061457053142,1.3480632223084132,1.5742697545115867
12.5229357798,1.71289995135,1.53483888967,1.45226615542,1.936776337948135,1.611553950700987,Monotonic convergence,Included,0.1123216263753473,7.734231494423522,1.3399445290446528,1.5645877817953473
12.5354462052,1.70280597109,1.52539074838,1.44339536015,1.945194997090929,1.611553950700987,Monotonic convergence,Included,0.11153627701594011,7.727354548538183,1.33185908313406,1.55493163716594
12.5479566305,1.6927220839,1.51597275622,1.43455399713,1.9533998238278403,1.611553950700987,Monotonic convergence,Included,0.1107519028104775,7.7203021309793955,1.3238020943195226,1.5453058999404776
12.5604670559,1.68265883556,1.50659086332,1.42574557148,1.9613783501043316,1.611553950700987,Monotonic convergence,Included,0.10997182964494595,7.713285725361876,1.3157737418350541,1.535717401124946
12.5729774812,1.67260657148,1.49723679494,1.41696680428,1.9692627615318576,1.611553950700987,Monotonic convergence,Included,0.10918926183027702,7.705844731186846,1.307777542449723,1.526156066110277
12.5854879066,1.66257933848,1.48790966336,1.40821751037,1.977287662583273,1.611553950700987,Monotonic convergence,Included,0.10840324369166426,7.697904826022367,1.2998142666783359,1.5166207540616643
